userid,probability
56228,0.1315736
56229,0.20175457
56230,0.15118018
56231,0.6816218
56232,0.117733076
56233,0.16968314
56234,0.019419424
56235,0.49650553
56236,0.6401465
56237,0.43143678
56238,0.16289614
56239,0.19385776
56240,0.05882679
56241,0.61075956
56242,0.19464238
56243,0.47443807
56244,0.7911904
56245,0.69974345
56246,0.73409027
56247,0.1886542
56248,0.55845886
56249,0.77411664
56250,0.58857876
56251,0.7410008
56252,0.45763734
56253,0.692436
56254,0.13690154
56255,0.48466897
56256,0.09624851
56257,0.50049734
56258,0.079879954
56259,0.6030422
56260,0.8356965
56261,0.5169729
56262,0.73943514
56263,0.27016887
56264,0.5519724
56265,0.6460119
56266,0.61944014
56267,0.104134426
56268,0.5297947
56269,0.030121073
56270,0.26171148
56271,0.63232535
56272,0.6521569
56273,0.71286947
56274,0.8370173
56275,0.07314355
56276,0.910436
56277,0.7011997
56278,0.6680031
56279,0.08344044
56280,0.66690975
56281,0.7547694
56282,0.70769113
56283,0.79008895
56284,0.20912309
56285,0.34352398
56286,0.38804147
56287,0.7636995
56288,0.39768705
56289,0.7626964
56290,0.16807039
56291,0.3976507
56292,0.631176
56293,0.6439553
56294,0.62451017
56295,0.30399457
56296,0.6637447
56297,0.6832263
56298,0.1972116
56299,0.5063075
56300,0.1902173
56301,0.54081684
56302,0.6735151
56303,0.7378406
56304,0.12188743
56305,0.6607415
56306,0.07176941
56307,0.035925664
56308,0.3110541
56309,0.7384751
56310,0.707965
56311,0.5233235
56312,0.3128965
56313,0.17213291
56314,0.29985157
56315,0.14620388
56316,0.48910007
56317,0.40716535
56318,0.5300601
56319,0.8516463
56320,0.16505584
56321,0.54771245
56322,0.52343696
56323,0.57051116
56324,0.6248719
56325,0.25449917
56326,0.5720756
56327,0.5433404
56328,0.6839822
56329,0.53771627
56330,0.17971922
56331,0.39385125
56332,0.1206548
56333,0.448393
56334,0.42972335
56335,0.30548954
56336,0.0934944
56337,0.69235
56338,0.09310343
56339,0.08113773
56340,0.4344261
56341,0.11382026
56342,0.11354168
56343,0.71794444
56344,0.718603
56345,0.8123231
56346,0.39042643
56347,0.011276052
56348,0.043693133
56349,0.76977223
56350,0.43378186
56351,0.21554226
56352,0.67894477
56353,0.0851248
56354,0.08180435
56355,0.14263262
56356,0.13282122
56357,0.50607365
56358,0.20541579
56359,0.75481
56360,0.7036809
56361,0.63818526
56362,0.35391572
56363,0.7290108
56364,0.08873458
56365,0.6483286
56366,0.31612545
56367,0.76104814
56368,0.13646284
56369,0.2135487
56370,0.3522314
56371,0.0643694
56372,0.34679902
56373,0.6468891
56374,0.5833401
56375,0.022745037
56376,0.79108405
56377,0.2699926
56378,0.7294303
56379,0.34496844
56380,0.22643264
56381,0.304694
56382,0.7053662
56383,0.7214202
56384,0.16332795
56385,0.10704459
56386,0.18760554
56387,0.26418564
56388,0.74691105
56389,0.46948364
56390,0.8721002
56391,0.60680217
56392,0.12624781
56393,0.25282833
56394,0.72256994
56395,0.6915739
56396,0.630525
56397,0.3364215
56398,0.7216923
56399,0.21401617
56400,0.76990473
56401,0.2549841
56402,0.6239737
56403,0.19640872
56404,0.11194298
56405,0.530532
56406,0.2863212
56407,0.54920244
56408,0.40874332
56409,0.43309927
56410,0.4628548
56411,0.09245946
56412,0.12619478
56413,0.5922572
56414,0.62831837
56415,0.2029601
56416,0.32548484
56417,0.22546943
56418,0.70671326
56419,0.52586293
56420,0.16059953
56421,0.12761979
56422,0.05181892
56423,0.3579153
56424,0.31375763
56425,0.5626065
56426,0.20596054
56427,0.736153
56428,0.4136029
56429,0.12055059
56430,0.36999685
56431,0.63005775
56432,0.63589776
56433,0.48642933
56434,0.2810039
56435,0.0693636
56436,0.7291461
56437,0.70209855
56438,0.74613225
56439,0.52542317
56440,0.3419635
56441,0.34550783
56442,0.79327756
56443,0.3040553
56444,0.78973716
56445,0.73198813
56446,0.18033008
56447,0.22259939
56448,0.08966541
56449,0.14249699
56450,0.5302829
56451,0.6616276
56452,0.46388465
56453,0.62678677
56454,0.060218066
56455,0.1494501
56456,0.78523713
56457,0.69023347
56458,0.13209791
56459,0.233261
56460,0.033607963
56461,0.16440912
56462,0.5086434
56463,0.094728105
56464,0.08853188
56465,0.21400693
56466,0.19115157
56467,0.7114846
56468,0.10885444
56469,0.28912506
56470,0.18436217
56471,0.15531893
56472,0.8166336
56473,0.27020636
56474,0.21649648
56475,0.6600227
56476,0.6555457
56477,0.32438108
56478,0.14195214
56479,0.46606517
56480,0.11492899
56481,0.0916667
56482,0.35716745
56483,0.36980924
56484,0.5044935
56485,0.55211794
56486,0.7738437
56487,0.18460733
56488,0.12744822
56489,0.3950185
56490,0.14987461
56491,0.74306124
56492,0.6567722
56493,0.61899537
56494,0.25325298
56495,0.12722844
56496,0.6278231
56497,0.21638133
56498,0.6758108
56499,0.76696926
56500,0.12477345
56501,0.10622014
56502,0.67278075
56503,0.09627605
56504,0.2810395
56505,0.2663728
56506,0.186879
56507,0.32696468
56508,0.022398539
56509,0.51956683
56510,0.277949
56511,0.6698331
56512,0.7180712
56513,0.512639
56514,0.70925784
56515,0.645754
56516,0.093082175
56517,0.33906782
56518,0.7414049
56519,0.71623284
56520,0.372841
56521,0.026776569
56522,0.33045936
56523,0.3244608
56524,0.7092607
56525,0.70710623
56526,0.07446701
56527,0.19885908
56528,0.29918393
56529,0.65949166
56530,0.33858386
56531,0.112786196
56532,0.85246253
56533,0.2334888
56534,0.4539556
56535,0.48172063
56536,0.7083147
56537,0.39982802
56538,0.36142564
56539,0.08780203
56540,0.055985138
56541,0.49628595
56542,0.633481
56543,0.17603455
56544,0.051454667
56545,0.56876993
56546,0.37794408
56547,0.6394711
56548,0.07932009
56549,0.5478642
56550,0.8424297
56551,0.72933626
56552,0.598939
56553,0.7447954
56554,0.10236035
56555,0.41971722
56556,0.6969927
56557,0.36009657
56558,0.6167331
56559,0.08847611
56560,0.075818725
56561,0.2936371
56562,0.06036532
56563,0.27621835
56564,0.20805462
56565,0.1907801
56566,0.60047257
56567,0.019588117
56568,0.7277455
56569,0.19642754
56570,0.7268969
56571,0.072337545
56572,0.6461015
56573,0.654909
56574,0.71269697
56575,0.20982653
56576,0.04725226
56577,0.472351
56578,0.10890948
56579,0.6148955
56580,0.041863874
56581,0.30582342
56582,0.68885505
56583,0.10561886
56584,0.30083403
56585,0.18351209
56586,0.5626343
56587,0.67652065
56588,0.065955214
56589,0.09638173
56590,0.13850898
56591,0.71578693
56592,0.046278495
56593,0.04650866
56594,0.06095662
56595,0.20151559
56596,0.10767562
56597,0.64760965
56598,0.29687285
56599,0.04587434
56600,0.31013924
56601,0.63358074
56602,0.11459624
56603,0.2166501
56604,0.06457699
56605,0.34184772
56606,0.077659674
56607,0.8146322
56608,0.19422202
56609,0.13852467
56610,0.6183954
56611,0.4864416
56612,0.695945
56613,0.44142196
56614,0.19465892
56615,0.14971752
56616,0.6632443
56617,0.14297946
56618,0.4621297
56619,0.23455164
56620,0.4683155
56621,0.6847137
56622,0.8428274
56623,0.61904883
56624,0.18643959
56625,0.15396455
56626,0.70753175
56627,0.08945862
56628,0.6731437
56629,0.11485567
56630,0.62688553
56631,0.7705999
56632,0.08845628
56633,0.55659723
56634,0.10579907
56635,0.12791136
56636,0.12452874
56637,0.11198162
56638,0.37737674
56639,0.5001297
56640,0.55805093
56641,0.16096894
56642,0.7127311
56643,0.69011974
56644,0.7613295
56645,0.67029536
56646,0.72008383
56647,0.6117754
56648,0.61123085
56649,0.07973428
56650,0.6819603
56651,0.4998201
56652,0.09454391
56653,0.43060738
56654,0.22012553
56655,0.826053
56656,0.33570948
56657,0.13064162
56658,0.09842167
56659,0.63141716
56660,0.7533057
56661,0.6220076
56662,0.25703713
56663,0.7686705
56664,0.75250566
56665,0.065216385
56666,0.20880269
56667,0.37506002
56668,0.6675125
56669,0.4081254
56670,0.35898528
56671,0.2177964
56672,0.7087316
56673,0.3099107
56674,0.65247315
56675,0.529864
56676,0.7000035
56677,0.6757975
56678,0.088630475
56679,0.23570436
56680,0.12025286
56681,0.2845619
56682,0.095872454
56683,0.108721726
56684,0.5686231
56685,0.16827635
56686,0.7188608
56687,0.50760245
56688,0.044047855
56689,0.2855042
56690,0.25294647
56691,0.1378291
56692,0.08559848
56693,0.6303256
56694,0.032253187
56695,0.333286
56696,0.71397686
56697,0.25986335
56698,0.16220008
56699,0.22211725
56700,0.059341908
56701,0.50797254
56702,0.5165734
56703,0.27339527
56704,0.6744267
56705,0.06277831
56706,0.39894724
56707,0.20623349
56708,0.20328206
56709,0.686752
56710,0.7470242
56711,0.1146925
56712,0.822133
56713,0.1691074
56714,0.49889606
56715,0.08060789
56716,0.026569618
56717,0.6858938
56718,0.07804821
56719,0.48111227
56720,0.060044345
56721,0.0783205
56722,0.7308045
56723,0.33456236
56724,0.047932945
56725,0.11694561
56726,0.104153715
56727,0.6609321
56728,0.32580206
56729,0.7311495
56730,0.7087202
56731,0.11347169
56732,0.267725
56733,0.3290674
56734,0.53955215
56735,0.710359
56736,0.3336656
56737,0.23666863
56738,0.19872412
56739,0.740514
56740,0.24040961
56741,0.56464595
56742,0.048515856
56743,0.6700657
56744,0.26965773
56745,0.603603
56746,0.482394
56747,0.6899207
56748,0.09733062
56749,0.16253835
56750,0.08974847
56751,0.83843666
56752,0.69091773
56753,0.6800078
56754,0.29186273
56755,0.056616794
56756,0.36932337
56757,0.69520515
56758,0.1194319
56759,0.10351181
56760,0.069613315
56761,0.14628793
56762,0.6577903
56763,0.49230105
56764,0.39304563
56765,0.21906516
56766,0.03135509
56767,0.487656
56768,0.14384322
56769,0.3880826
56770,0.7903517
56771,0.17441635
56772,0.6802322
56773,0.63415176
56774,0.6644555
56775,0.6620453
56776,0.16721506
56777,0.19984508
56778,0.51781654
56779,0.7221665
56780,0.39571333
56781,0.110243864
56782,0.8878342
56783,0.5771467
56784,0.30632725
56785,0.39007413
56786,0.5493817
56787,0.4550176
56788,0.35090902
56789,0.064656
56790,0.46987453
56791,0.4838727
56792,0.4025397
56793,0.77217704
56794,0.75424105
56795,0.68367106
56796,0.6086717
56797,0.52413964
56798,0.5505609
56799,0.39443013
56800,0.4634162
56801,0.6335978
56802,0.07596346
56803,0.74503946
56804,0.77495444
56805,0.067990035
56806,0.645497
56807,0.41575867
56808,0.8677728
56809,0.08320265
56810,0.37881458
56811,0.26095426
56812,0.2675373
56813,0.16810703
56814,0.661181
56815,0.16301341
56816,0.637498
56817,0.49305332
56818,0.47910494
56819,0.0694455
56820,0.83528405
56821,0.060976584
56822,0.47256047
56823,0.35438523
56824,0.03413993
56825,0.5093706
56826,0.16360734
56827,0.4843927
56828,0.51417965
56829,0.37889838
56830,0.061542824
56831,0.114953846
56832,0.5959133
56833,0.032312114
56834,0.11754883
56835,0.08765938
56836,0.122704335
56837,0.51917475
56838,0.30975598
56839,0.16420293
56840,0.6315639
56841,0.78336686
56842,0.6078256
56843,0.70764804
56844,0.17121114
56845,0.21100882
56846,0.51731396
56847,0.15517281
56848,0.6047332
56849,0.13418894
56850,0.63589436
56851,0.48691416
56852,0.882499
56853,0.21098648
56854,0.027374709
56855,0.18960032
56856,0.122069485
56857,0.11956643
56858,0.6306555
56859,0.4764697
56860,0.5818043
56861,0.115745
56862,0.1564331
56863,0.46634778
56864,0.15972044
56865,0.04005171
56866,0.21002351
56867,0.20044377
56868,0.538267
56869,0.14131896
56870,0.5226832
56871,0.3055801
56872,0.4537338
56873,0.6735227
56874,0.65530175
56875,0.3937787
56876,0.6375954
56877,0.71833473
56878,0.046892606
56879,0.4855991
56880,0.8026947
56881,0.083277486
56882,0.7217904
56883,0.6160084
56884,0.43610352
56885,0.07681343
56886,0.07730308
56887,0.2989861
56888,0.5112408
56889,0.107880756
56890,0.7576263
56891,0.7326652
56892,0.60784936
56893,0.17586018
56894,0.12793665
56895,0.6284472
56896,0.6035572
56897,0.675037
56898,0.81536144
56899,0.4096773
56900,0.14961495
56901,0.34623665
56902,0.56003326
56903,0.5484247
56904,0.27286038
56905,0.3452502
56906,0.25213012
56907,0.72318316
56908,0.5757221
56909,0.5949211
56910,0.2256989
56911,0.1776533
56912,0.09528423
56913,0.49381375
56914,0.1964815
56915,0.58777654
56916,0.12506229
56917,0.21878949
56918,0.64354247
56919,0.21245356
56920,0.6215677
56921,0.59614104
56922,0.57357204
56923,0.37884268
56924,0.440856
56925,0.5942468
56926,0.5069576
56927,0.6725572
56928,0.15905984
56929,0.3718847
56930,0.757454
56931,0.039143234
56932,0.12847055
56933,0.3322799
56934,0.021868708
56935,0.038972035
56936,0.35968137
56937,0.14529908
56938,0.061138835
56939,0.024887154
56940,0.36055717
56941,0.47488737
56942,0.09022564
56943,0.018756067
56944,0.12236551
56945,0.21904153
56946,0.55335003
56947,0.0887672
56948,0.36347425
56949,0.20275256
56950,0.2127269
56951,0.026242364
56952,0.7583279
56953,0.17296192
56954,0.68045217
56955,0.7022177
56956,0.6731807
56957,0.14581913
56958,0.15299247
56959,0.73626417
56960,0.5548755
56961,0.10825209
56962,0.13866355
56963,0.059877064
56964,0.24655987
56965,0.36212263
56966,0.7402952
56967,0.31621778
56968,0.063939914
56969,0.5393027
56970,0.453274
56971,0.5768249
56972,0.4528168
56973,0.08422824
56974,0.55509937
56975,0.56981725
56976,0.56850076
56977,0.7120525
56978,0.10610949
56979,0.58335006
56980,0.48950556
56981,0.4109535
56982,0.69896847
56983,0.24443254
56984,0.08155936
56985,0.6287231
56986,0.14184861
56987,0.10353121
56988,0.12980872
56989,0.6911269
56990,0.2574037
56991,0.67168385
56992,0.13430141
56993,0.067989066
56994,0.3765852
56995,0.7085667
56996,0.72370243
56997,0.09998523
56998,0.63717574
56999,0.75475854
57000,0.7181762
57001,0.06282046
57002,0.13568346
57003,0.7267736
57004,0.6646084
57005,0.13501656
57006,0.09837917
57007,0.13515446
57008,0.6742199
57009,0.06791843
57010,0.70675725
57011,0.68118495
57012,0.25735876
57013,0.12079169
57014,0.10503427
57015,0.7368427
57016,0.20475885
57017,0.23855443
57018,0.10094754
57019,0.5355804
57020,0.48584643
57021,0.7434374
57022,0.21781762
57023,0.5010087
57024,0.29110214
57025,0.5274496
57026,0.6729214
57027,0.3415072
57028,0.4388628
57029,0.20331183
57030,0.14841042
57031,0.59920996
57032,0.74450326
57033,0.17548771
57034,0.6176224
57035,0.25899503
57036,0.65773916
57037,0.08807594
57038,0.057690628
57039,0.16334294
57040,0.13733704
57041,0.12204658
57042,0.73596376
57043,0.16323635
57044,0.20150125
57045,0.11442773
57046,0.24392284
57047,0.15363751
57048,0.8029406
57049,0.27613527
57050,0.12994733
57051,0.52610135
57052,0.34402168
57053,0.75893825
57054,0.040679414
57055,0.27965733
57056,0.5413505
57057,0.12583227
57058,0.09904783
57059,0.08029091
57060,0.6646121
57061,0.34299573
57062,0.3792363
57063,0.7048473
57064,0.10794751
57065,0.617525
57066,0.6299783
57067,0.016569596
57068,0.08736674
57069,0.72615826
57070,0.55954516
57071,0.18850565
57072,0.12144697
57073,0.8771021
57074,0.03226451
57075,0.23188262
57076,0.053790506
57077,0.11279231
57078,0.6060464
57079,0.2770706
57080,0.5848451
57081,0.28784546
57082,0.18185759
57083,0.67548656
57084,0.13396028
57085,0.7092684
57086,0.66601634
57087,0.76203823
57088,0.6573333
57089,0.13840403
57090,0.3207305
57091,0.5770193
57092,0.18736988
57093,0.078371465
57094,0.118317254
57095,0.3498517
57096,0.056525107
57097,0.5868762
57098,0.13713998
57099,0.21327345
57100,0.15767951
57101,0.55625623
57102,0.54786587
57103,0.031912524
57104,0.6955995
57105,0.16520226
57106,0.7509692
57107,0.6713965
57108,0.37322137
57109,0.07319642
57110,0.1696839
57111,0.03288633
57112,0.4090676
57113,0.16220331
57114,0.4886223
57115,0.24917112
57116,0.17270263
57117,0.6759083
57118,0.5814701
57119,0.49552184
57120,0.19998136
57121,0.20256448
57122,0.5479953
57123,0.41698942
57124,0.3017004
57125,0.3247438
57126,0.14085105
57127,0.66062427
57128,0.39885813
57129,0.078281485
57130,0.31741875
57131,0.13515753
57132,0.41456187
57133,0.68232715
57134,0.13691148
57135,0.20630299
57136,0.032165922
57137,0.24605149
57138,0.30142942
57139,0.8569668
57140,0.77649474
57141,0.12981366
57142,0.07120667
57143,0.661332
57144,0.064680845
57145,0.618537
57146,0.15831746
57147,0.27741894
57148,0.17972445
57149,0.8043571
57150,0.6000875
57151,0.7124519
57152,0.72904676
57153,0.58013123
57154,0.08062215
57155,0.71389806
57156,0.6999516
57157,0.2977014
